vot_parCodigo,vot_proCodigoProvincia,parDenominacion
0133,21,Al. Frente por la Lealtad                    
0134,21,Al. Afirm.para una Rep. Igualitaria          
0135,21,Al. Frente para la Victoria                  
0136,21,Al. Izquierda Unida                          
0137,21,Al. Tiempo de Cambios                        
0138,21,Al. Unidos o Dominados                       
0001,22,Mov. de Integración y Desarrollo             
0003,22,Unión Cívica Radical                         
0005,22,Partido Demócrata Cristiano                  
0014,22,Partido Obrero                               
0022,22,Partido Humanista                            
0023,22,Unión Popular                                
0037,22,Mov. por la Dignidad y la Independencia      
0050,22,Partido Socialista                           
0051,22,Partido Popular de la Reconstrucción         
0131,22,Al. Mov. Fed. P/Recrear el Crecimiento       
0132,22,Al. Frente Movimiento Popular                
0133,22,Al. Frente por la Lealtad                    
0134,22,Al. Afirm.para una Rep. Igualitaria          
0135,22,Al. Frente para la Victoria                  
0136,22,Al. Izquierda Unida                          
0138,22,Al. Unidos o Dominados                       
0001,23,Mov. de Integración y Desarrollo             
0003,23,Unión Cívica Radical                         
0005,23,Partido Demócrata Cristiano                  
0014,23,Partido Obrero                               
0020,23,Unión de Centro Democrático                  
0022,23,Partido Humanista                            
0023,23,Unión Popular                                
0030,23,Partido Socialista Auténtico                 
0037,23,Mov. por la Dignidad y la Independencia      
0050,23,Partido Socialista                           
0051,23,Partido Popular de la Reconstrucción         
0052,23,Unión y Libertad                             
0053,23,Conf. Para que se Vayan Todos                
0131,23,Al. Mov. Fed. P/Recrear el Crecimiento       
0132,23,Al. Frente Movimiento Popular                
0133,23,Al. Frente por la Lealtad                    
0134,23,Al. Afirm.para una Rep. Igualitaria          
0135,23,Al. Frente para la Victoria                  
0136,23,Al. Izquierda Unida                          
0137,23,Al. Tiempo de Cambios                        
0138,23,Al. Unidos o Dominados                       
0001,24,Mov. de Integración y Desarrollo             
0003,24,Unión Cívica Radical                         
0005,24,Partido Demócrata Cristiano                  
0014,24,Partido Obrero                               
0020,24,Unión de Centro Democrático                  
0022,24,Partido Humanista                            
0023,24,Unión Popular                                
0030,24,Partido Socialista Auténtico                 
0037,24,Mov. por la Dignidad y la Independencia      
0050,24,Partido Socialista                           
0051,24,Partido Popular de la Reconstrucción         
0052,24,Unión y Libertad                             
0053,24,Conf. Para que se Vayan Todos                
0131,24,Al. Mov. Fed. P/Recrear el Crecimiento       
0132,24,Al. Frente Movimiento Popular                
0133,24,Al. Frente por la Lealtad                    
0134,24,Al. Afirm.para una Rep. Igualitaria          
0135,24,Al. Frente para la Victoria                  
0136,24,Al. Izquierda Unida                          
0137,24,Al. Tiempo de Cambios                        
0138,24,Al. Unidos o Dominados                       
