vot_parCodigo,vot_proCodigoProvincia,parDenominacion
0060,04,Movimiento Independiente de Jubilados y Desoc
0131,04,Alianza Concertación UNA                     
0132,04,Alianza F.R.A.L.Frente Amplio hacia la Unidad
0133,04,"Alianza Frente Justicia, Unión y Libertad    "
0134,04,Alianza Frente para la Victoria              
0135,04,Alianza Frente PTS-MAS Izquierda Socialista  
0254,04,Confederación Lealtad Popular                
0014,05,Partido Obrero                               
0023,05,Unión Popular                                
0030,05,Partido Socialista Auténtico                 
0037,05,Movimiento por la Dignidad y la Independencia
0038,05,Movimiento Socialista de los Trabajadores    
0048,05,Recrear para el Crecimiento                  
0051,05,Partido Popular de la Reconstrucción         
0056,05,El Movimiento de las Provincias Unidas       
0057,05,Movimiento de Acción Vecinal                 
0059,05,Confederación Coalición Cívica               
0060,05,Movimiento Independiente de Jubilados y Desoc
0131,05,Alianza Concertación UNA                     
0132,05,Alianza F.R.A.L.Frente Amplio hacia la Unidad
0133,05,"Alianza Frente Justicia, Unión y Libertad    "
0134,05,Alianza Frente para la Victoria              
0135,05,Alianza Frente PTS-MAS Izquierda Socialista  
0254,05,Confederación Lealtad Popular                
0014,06,Partido Obrero                               
0023,06,Unión Popular                                
0030,06,Partido Socialista Auténtico                 
0037,06,Movimiento por la Dignidad y la Independencia
0038,06,Movimiento Socialista de los Trabajadores    
0048,06,Recrear para el Crecimiento                  
0051,06,Partido Popular de la Reconstrucción         
0056,06,El Movimiento de las Provincias Unidas       
0057,06,Movimiento de Acción Vecinal                 
0059,06,Confederación Coalición Cívica               
0060,06,Movimiento Independiente de Jubilados y Desoc
0131,06,Alianza Concertación UNA                     
0132,06,Alianza F.R.A.L.Frente Amplio hacia la Unidad
0133,06,"Alianza Frente Justicia, Unión y Libertad    "
0134,06,Alianza Frente para la Victoria              
0135,06,Alianza Frente PTS-MAS Izquierda Socialista  
0254,06,Confederación Lealtad Popular                
0014,07,Partido Obrero                               
0023,07,Unión Popular                                
0030,07,Partido Socialista Auténtico                 
0037,07,Movimiento por la Dignidad y la Independencia
0038,07,Movimiento Socialista de los Trabajadores    
0048,07,Recrear para el Crecimiento                  
0051,07,Partido Popular de la Reconstrucción         
0056,07,El Movimiento de las Provincias Unidas       
0057,07,Movimiento de Acción Vecinal                 
0059,07,Confederación Coalición Cívica               
0060,07,Movimiento Independiente de Jubilados y Desoc
0131,07,Alianza Concertación UNA                     
0132,07,Alianza F.R.A.L.Frente Amplio hacia la Unidad
0133,07,"Alianza Frente Justicia, Unión y Libertad    "
0134,07,Alianza Frente para la Victoria              
0135,07,Alianza Frente PTS-MAS Izquierda Socialista  
0254,07,Confederación Lealtad Popular                
0014,08,Partido Obrero                               
0023,08,Unión Popular                                
0030,08,Partido Socialista Auténtico                 
0037,08,Movimiento por la Dignidad y la Independencia
0038,08,Movimiento Socialista de los Trabajadores    
0048,08,Recrear para el Crecimiento                  
0051,08,Partido Popular de la Reconstrucción         
0056,08,El Movimiento de las Provincias Unidas       
0057,08,Movimiento de Acción Vecinal                 
0059,08,Confederación Coalición Cívica               
0060,08,Movimiento Independiente de Jubilados y Desoc
0131,08,Alianza Concertación UNA                     
0132,08,Alianza F.R.A.L.Frente Amplio hacia la Unidad
0133,08,"Alianza Frente Justicia, Unión y Libertad    "
0134,08,Alianza Frente para la Victoria              
0135,08,Alianza Frente PTS-MAS Izquierda Socialista  
0254,08,Confederación Lealtad Popular                
0014,09,Partido Obrero                               
0023,09,Unión Popular                                
0030,09,Partido Socialista Auténtico                 
0037,09,Movimiento por la Dignidad y la Independencia
0038,09,Movimiento Socialista de los Trabajadores    
0048,09,Recrear para el Crecimiento                  
0051,09,Partido Popular de la Reconstrucción         
0056,09,El Movimiento de las Provincias Unidas       
0057,09,Movimiento de Acción Vecinal                 
0059,09,Confederación Coalición Cívica               
0060,09,Movimiento Independiente de Jubilados y Desoc
0131,09,Alianza Concertación UNA                     
0132,09,Alianza F.R.A.L.Frente Amplio hacia la Unidad
0133,09,"Alianza Frente Justicia, Unión y Libertad    "
0134,09,Alianza Frente para la Victoria              
0135,09,Alianza Frente PTS-MAS Izquierda Socialista  
0254,09,Confederación Lealtad Popular                
0014,10,Partido Obrero                               
0023,10,Unión Popular                                
0030,10,Partido Socialista Auténtico                 
0037,10,Movimiento por la Dignidad y la Independencia
0038,10,Movimiento Socialista de los Trabajadores    
0048,10,Recrear para el Crecimiento                  
0051,10,Partido Popular de la Reconstrucción         
0056,10,El Movimiento de las Provincias Unidas       
0057,10,Movimiento de Acción Vecinal                 
0059,10,Confederación Coalición Cívica               
0060,10,Movimiento Independiente de Jubilados y Desoc
0131,10,Alianza Concertación UNA                     
0132,10,Alianza F.R.A.L.Frente Amplio hacia la Unidad
0133,10,"Alianza Frente Justicia, Unión y Libertad    "
0134,10,Alianza Frente para la Victoria              
0135,10,Alianza Frente PTS-MAS Izquierda Socialista  
0254,10,Confederación Lealtad Popular                
0014,11,Partido Obrero                               
0023,11,Unión Popular                                
0030,11,Partido Socialista Auténtico                 
0037,11,Movimiento por la Dignidad y la Independencia
0038,11,Movimiento Socialista de los Trabajadores    
0048,11,Recrear para el Crecimiento                  
0051,11,Partido Popular de la Reconstrucción         
0056,11,El Movimiento de las Provincias Unidas       
0057,11,Movimiento de Acción Vecinal                 
0059,11,Confederación Coalición Cívica               
0060,11,Movimiento Independiente de Jubilados y Desoc
0131,11,Alianza Concertación UNA                     
0132,11,Alianza F.R.A.L.Frente Amplio hacia la Unidad
0133,11,"Alianza Frente Justicia, Unión y Libertad    "
0134,11,Alianza Frente para la Victoria              
0135,11,Alianza Frente PTS-MAS Izquierda Socialista  
0254,11,Confederación Lealtad Popular                
0014,12,Partido Obrero                               
0023,12,Unión Popular                                
0030,12,Partido Socialista Auténtico                 
0037,12,Movimiento por la Dignidad y la Independencia
0038,12,Movimiento Socialista de los Trabajadores    
0048,12,Recrear para el Crecimiento                  
0051,12,Partido Popular de la Reconstrucción         
0056,12,El Movimiento de las Provincias Unidas       
0057,12,Movimiento de Acción Vecinal                 
0059,12,Confederación Coalición Cívica               
0060,12,Movimiento Independiente de Jubilados y Desoc
0131,12,Alianza Concertación UNA                     
0132,12,Alianza F.R.A.L.Frente Amplio hacia la Unidad
0133,12,"Alianza Frente Justicia, Unión y Libertad    "
0134,12,Alianza Frente para la Victoria              
0135,12,Alianza Frente PTS-MAS Izquierda Socialista  
0254,12,Confederación Lealtad Popular                
0014,13,Partido Obrero                               
0023,13,Unión Popular                                
0030,13,Partido Socialista Auténtico                 
0037,13,Movimiento por la Dignidad y la Independencia
0038,13,Movimiento Socialista de los Trabajadores    
0048,13,Recrear para el Crecimiento                  
0051,13,Partido Popular de la Reconstrucción         
0056,13,El Movimiento de las Provincias Unidas       
0057,13,Movimiento de Acción Vecinal                 
0059,13,Confederación Coalición Cívica               
0060,13,Movimiento Independiente de Jubilados y Desoc
0131,13,Alianza Concertación UNA                     
0132,13,Alianza F.R.A.L.Frente Amplio hacia la Unidad
0133,13,"Alianza Frente Justicia, Unión y Libertad    "
0134,13,Alianza Frente para la Victoria              
0135,13,Alianza Frente PTS-MAS Izquierda Socialista  
0254,13,Confederación Lealtad Popular                
0014,14,Partido Obrero                               
0023,14,Unión Popular                                
0030,14,Partido Socialista Auténtico                 
0037,14,Movimiento por la Dignidad y la Independencia
0038,14,Movimiento Socialista de los Trabajadores    
0048,14,Recrear para el Crecimiento                  
0051,14,Partido Popular de la Reconstrucción         
0056,14,El Movimiento de las Provincias Unidas       
0057,14,Movimiento de Acción Vecinal                 
0059,14,Confederación Coalición Cívica               
0060,14,Movimiento Independiente de Jubilados y Desoc
0131,14,Alianza Concertación UNA                     
0132,14,Alianza F.R.A.L.Frente Amplio hacia la Unidad
0133,14,"Alianza Frente Justicia, Unión y Libertad    "
0134,14,Alianza Frente para la Victoria              
0135,14,Alianza Frente PTS-MAS Izquierda Socialista  
0254,14,Confederación Lealtad Popular                
0014,15,Partido Obrero                               
0030,15,Partido Socialista Auténtico                 
0038,15,Movimiento Socialista de los Trabajadores    
0048,15,Recrear para el Crecimiento                  
0051,15,Partido Popular de la Reconstrucción         
0056,15,El Movimiento de las Provincias Unidas       
0059,15,Confederación Coalición Cívica               
0131,15,Alianza Concertación UNA                     
0132,15,Alianza F.R.A.L.Frente Amplio hacia la Unidad
0133,15,"Alianza Frente Justicia, Unión y Libertad    "
0134,15,Alianza Frente para la Victoria              
0135,15,Alianza Frente PTS-MAS Izquierda Socialista  
0014,16,Partido Obrero                               
0023,16,Unión Popular                                
0030,16,Partido Socialista Auténtico                 
0037,16,Movimiento por la Dignidad y la Independencia
0038,16,Movimiento Socialista de los Trabajadores    
0048,16,Recrear para el Crecimiento                  
0051,16,Partido Popular de la Reconstrucción         
0056,16,El Movimiento de las Provincias Unidas       
0057,16,Movimiento de Acción Vecinal                 
0059,16,Confederación Coalición Cívica               
0060,16,Movimiento Independiente de Jubilados y Desoc
0131,16,Alianza Concertación UNA                     
0132,16,Alianza F.R.A.L.Frente Amplio hacia la Unidad
0133,16,"Alianza Frente Justicia, Unión y Libertad    "
0134,16,Alianza Frente para la Victoria              
0135,16,Alianza Frente PTS-MAS Izquierda Socialista  
0254,16,Confederación Lealtad Popular                
0014,17,Partido Obrero                               
0023,17,Unión Popular                                
0030,17,Partido Socialista Auténtico                 
0037,17,Movimiento por la Dignidad y la Independencia
0038,17,Movimiento Socialista de los Trabajadores    
0048,17,Recrear para el Crecimiento                  
0051,17,Partido Popular de la Reconstrucción         
0056,17,El Movimiento de las Provincias Unidas       
0057,17,Movimiento de Acción Vecinal                 
0059,17,Confederación Coalición Cívica               
0060,17,Movimiento Independiente de Jubilados y Desoc
0131,17,Alianza Concertación UNA                     
0132,17,Alianza F.R.A.L.Frente Amplio hacia la Unidad
0133,17,"Alianza Frente Justicia, Unión y Libertad    "
0134,17,Alianza Frente para la Victoria              
0135,17,Alianza Frente PTS-MAS Izquierda Socialista  
0254,17,Confederación Lealtad Popular                
0014,18,Partido Obrero                               
0023,18,Unión Popular                                
0030,18,Partido Socialista Auténtico                 
0037,18,Movimiento por la Dignidad y la Independencia
0038,18,Movimiento Socialista de los Trabajadores    
0048,18,Recrear para el Crecimiento                  
0051,18,Partido Popular de la Reconstrucción         
0056,18,El Movimiento de las Provincias Unidas       
0057,18,Movimiento de Acción Vecinal                 
0059,18,Confederación Coalición Cívica               
0060,18,Movimiento Independiente de Jubilados y Desoc
0131,18,Alianza Concertación UNA                     
0132,18,Alianza F.R.A.L.Frente Amplio hacia la Unidad
0133,18,"Alianza Frente Justicia, Unión y Libertad    "
0134,18,Alianza Frente para la Victoria              
0135,18,Alianza Frente PTS-MAS Izquierda Socialista  
0254,18,Confederación Lealtad Popular                
0014,19,Partido Obrero                               
0023,19,Unión Popular                                
0030,19,Partido Socialista Auténtico                 
0037,19,Movimiento por la Dignidad y la Independencia
0038,19,Movimiento Socialista de los Trabajadores    
0048,19,Recrear para el Crecimiento                  
0051,19,Partido Popular de la Reconstrucción         
0056,19,El Movimiento de las Provincias Unidas       
0057,19,Movimiento de Acción Vecinal                 
0059,19,Confederación Coalición Cívica               
0060,19,Movimiento Independiente de Jubilados y Desoc
0131,19,Alianza Concertación UNA                     
0132,19,Alianza F.R.A.L.Frente Amplio hacia la Unidad
0133,19,"Alianza Frente Justicia, Unión y Libertad    "
0134,19,Alianza Frente para la Victoria              
0135,19,Alianza Frente PTS-MAS Izquierda Socialista  
0254,19,Confederación Lealtad Popular                
0014,20,Partido Obrero                               
0023,20,Unión Popular                                
0030,20,Partido Socialista Auténtico                 
0037,20,Movimiento por la Dignidad y la Independencia
0038,20,Movimiento Socialista de los Trabajadores    
0048,20,Recrear para el Crecimiento                  
0051,20,Partido Popular de la Reconstrucción         
0056,20,El Movimiento de las Provincias Unidas       
0057,20,Movimiento de Acción Vecinal                 
0059,20,Confederación Coalición Cívica               
0060,20,Movimiento Independiente de Jubilados y Desoc
0131,20,Alianza Concertación UNA                     
0132,20,Alianza F.R.A.L.Frente Amplio hacia la Unidad
0133,20,"Alianza Frente Justicia, Unión y Libertad    "
0134,20,Alianza Frente para la Victoria              
0135,20,Alianza Frente PTS-MAS Izquierda Socialista  
0254,20,Confederación Lealtad Popular                
0014,21,Partido Obrero                               
0023,21,Unión Popular                                
0030,21,Partido Socialista Auténtico                 
0037,21,Movimiento por la Dignidad y la Independencia
0038,21,Movimiento Socialista de los Trabajadores    
0048,21,Recrear para el Crecimiento                  
0051,21,Partido Popular de la Reconstrucción         
0056,21,El Movimiento de las Provincias Unidas       
0057,21,Movimiento de Acción Vecinal                 
0059,21,Confederación Coalición Cívica               
0060,21,Movimiento Independiente de Jubilados y Desoc
0131,21,Alianza Concertación UNA                     
0132,21,Alianza F.R.A.L.Frente Amplio hacia la Unidad
0133,21,"Alianza Frente Justicia, Unión y Libertad    "
0134,21,Alianza Frente para la Victoria              
0135,21,Alianza Frente PTS-MAS Izquierda Socialista  
0254,21,Confederación Lealtad Popular                
0014,22,Partido Obrero                               
0023,22,Unión Popular                                
0038,22,Movimiento Socialista de los Trabajadores    
0048,22,Recrear para el Crecimiento                  
0056,22,El Movimiento de las Provincias Unidas       
0057,22,Movimiento de Acción Vecinal                 
0059,22,Confederación Coalición Cívica               
0060,22,Movimiento Independiente de Jubilados y Desoc
0131,22,Alianza Concertación UNA                     
0132,22,Alianza F.R.A.L.Frente Amplio hacia la Unidad
0133,22,"Alianza Frente Justicia, Unión y Libertad    "
0134,22,Alianza Frente para la Victoria              
0135,22,Alianza Frente PTS-MAS Izquierda Socialista  
0014,23,Partido Obrero                               
0023,23,Unión Popular                                
0030,23,Partido Socialista Auténtico                 
0037,23,Movimiento por la Dignidad y la Independencia
0038,23,Movimiento Socialista de los Trabajadores    
0048,23,Recrear para el Crecimiento                  
0051,23,Partido Popular de la Reconstrucción         
0056,23,El Movimiento de las Provincias Unidas       
0057,23,Movimiento de Acción Vecinal                 
0059,23,Confederación Coalición Cívica               
0060,23,Movimiento Independiente de Jubilados y Desoc
0131,23,Alianza Concertación UNA                     
0132,23,Alianza F.R.A.L.Frente Amplio hacia la Unidad
0133,23,"Alianza Frente Justicia, Unión y Libertad    "
0134,23,Alianza Frente para la Victoria              
0135,23,Alianza Frente PTS-MAS Izquierda Socialista  
0254,23,Confederación Lealtad Popular                
0014,24,Partido Obrero                               
0023,24,Unión Popular                                
0030,24,Partido Socialista Auténtico                 
0037,24,Movimiento por la Dignidad y la Independencia
0038,24,Movimiento Socialista de los Trabajadores    
0048,24,Recrear para el Crecimiento                  
0051,24,Partido Popular de la Reconstrucción         
0056,24,El Movimiento de las Provincias Unidas       
0057,24,Movimiento de Acción Vecinal                 
0059,24,Confederación Coalición Cívica               
0060,24,Movimiento Independiente de Jubilados y Desoc
0131,24,Alianza Concertación UNA                     
0132,24,Alianza F.R.A.L.Frente Amplio hacia la Unidad
0133,24,"Alianza Frente Justicia, Unión y Libertad    "
0134,24,Alianza Frente para la Victoria              
0135,24,Alianza Frente PTS-MAS Izquierda Socialista  
0254,24,Confederación Lealtad Popular                
