vot_parCodigo,vot_proCodigoProvincia,parDenominacion
0045,13,DE LOS TRABAJADORES SOCIALISTAS (PTS)        
0050,13,SOCIALISTA                                   
0165,13,JUNTOS POR MENDOZA                           
0166,13,COMPROMISO POPULAR                           
0167,13,ES POSIBLE                                   
0168,13,MENDOZA MERECE MAS                           
0169,13,LA COALICION                                 
0501,13,AL. FTE. PARA LA VICTORIA                    
0572,13,AL. FTE. UNIDAD PARA EL CAMBIO               
0573,13,FTE. CIVICO FEDERAL UCR - CONFE              
0574,13,FTE. DEMOCRATA - PRO                         
0575,13,AL. POLO SOLIDARIO HUMANISTA                 
0003,14,UNION CIVICA RADICAL (UCR)                   
0012,14,COMUNISTA                                    
0020,14,UNION DE CENTRO DEMOCRATICO (UCeDé)          
0050,14,SOCIALISTA                                   
0107,14,MOV. DE ACCION POPULAR (MAP)                 
0505,14,AL. FTE. DE LA ESPERANZA                     
0525,14,AL. FTE. RENOVADOR DE LA CONCORDIA           
0540,14,AL. FTE. UNION PRO DIGNIDAD                  
0550,14,AL. FTE. JUSTICIAL. POR LA DIGNIDAD Y EL PROG
0003,15,UNION CIVICA RADICAL (UCR)                   
0014,15,OBRERO                                       
0040,15,MOV. LIBRES DEL SUR                          
0045,15,DE LOS TRABAJADORES SOCIALISTAS (PTS)        
0102,15,MOV. POPULAR NEUQUINO                        
0501,15,AL. FTE. PARA LA VICTORIA                    
0509,15,AL. FTE. PRO FEDERAL                         
0528,15,AL. TODOS POR NEUQUEN                        
0541,15,AL. UNE - FTE. GRANDE                        
0547,15,ACUERDO CIVICO Y SOCIAL ARI - PS.            
0002,16,JUSTICIALISTA                                
0012,16,COMUNISTA                                    
0014,16,OBRERO                                       
0022,16,HUMANISTA                                    
0047,16,AFIRM. P/UNA REPUBLICA IGUALITARIA (ARI)     
0050,16,SOCIALISTA                                   
0502,16,AL. CONCERTACION PARA EL DESARROLLO          
0002,17,JUSTICIALISTA                                
0005,17,DEMOCRATA CRISTIANO                          
0040,17,MOV. LIBRES DEL SUR                          
0041,17,FTE. GRANDE                                  
0104,17,RENOVADOR DE SALTA                           
0138,17,DEL OBRERO                                   
0140,17,NUEVA GENERACION                             
0143,17,MOV. POPULAR UNIDO                           
0501,17,AL. FTE. PARA LA VICTORIA                    
0514,17,FRENTE FEDERAL                               
0520,17,AL. ENCUENTRO POPULAR AMPLIO (EPA)           
0548,17,AL. ACUERDO CIVICO Y SOCIAL                  
0552,17,AL. SALTA SOMOS TODOS                        
0038,18,MOV. SOCIALISTA DE LOS TRABAJADORES (MST)    
0115,18,MOV. VIDA Y COMPROMISO                       
0117,18,DIGNIDAD CIUDADANA                           
0501,18,AL. FTE. PARA LA VICTORIA                    
0526,18,AL. FTE. UNION POR SAN JUAN                  
0535,18,AL. CONCERTACION DE IZQUIERDA POPULAR        
0548,18,AL. ACUERDO CIVICO Y SOCIAL                  
0005,19,DEMOCRATA CRISTIANO                          
0516,19,FTE. JUSTICIALISTA ES POSIBLE                
0530,19,CONCERT. FTE. PARA LA VICTORIA               
0544,19,MAS VOCACION SANLUISEÑA                      
0548,19,AL. ACUERDO CIVICO Y SOCIAL                  
0554,19,FTE. FEDERAL CIVICO Y SOCIAL                 
0557,19,FTE. POPULAR                                 
0038,20,MOV. SOCIALISTA DE LOS TRABAJADORES (MST)    
0106,20,FTE. DE UNIDAD TRABAJADORA                   
0113,20,ENCUENTRO CIUDADANO                          
0515,20,FTE. CAMBIEMOS PARA CRECER                   
0534,20,FTE. PARA LA VICTORIA                        
0014,21,OBRERO                                       
0030,21,SOCIALISTA AUTENTICO                         
0033,21,NACIONALISTA CONSTITUCIONAL - UNIR           
0036,21,AUTONOMISTA                                  
0037,21,MOV. P/ LA DIGNIDAD Y LA INDEPENDENCIA (MODIN
0038,21,MOV. SOCIALISTA DE LOS TRABAJADORES (MST)    
0042,21,POLITICA ABIERTA P/ LA INTEGR. SOC. (PAIS)   
0045,21,DE LOS TRABAJADORES SOCIALISTAS (PTS)        
0122,21,MOV. INDEPEND. RENOV.                        
0123,21,FTE. DE LOS JUBILADOS                        
0127,21,DEL CAMPO POPULAR                            
0512,21,AL. SANTA FE FEDERAL                         
0524,21,AL. FTE. PROGRESISTA CIVICO Y SOCIAL         
0534,21,FTE. PARA LA VICTORIA                        
0001,22,MOV. DE INTEGRACION Y DESARROLLO (MID)       
0014,22,OBRERO                                       
0038,22,MOV. SOCIALISTA DE LOS TRABAJADORES (MST)    
0050,22,SOCIALISTA                                   
0056,22,MOV. DE LAS PROV. UNIDAS                     
0120,22,POPULAR                                      
0517,22,FTE. UNION POR SANTIAGO                      
0533,22,FTE. JUSTICIALISTA PARA LA VICTORIA          
0562,22,AL. ACUERDO CIVICO - FTE. UNIDAD POPULAR     
0568,22,FTE. CIVICO POR SANTIAGO                     
0008,23,FEDERAL                                      
0014,23,OBRERO                                       
0022,23,HUMANISTA                                    
0040,23,MOV. LIBRES DEL SUR                          
0045,23,DE LOS TRABAJADORES SOCIALISTAS (PTS)        
0112,23,LABORISTA                                    
0119,23,FTE. DE PUEBLO UNIDO                         
0124,23,IZQUIERDA UNIDA                              
0130,23,FUERZA REPUBLICANA                           
0501,23,AL. FTE. PARA LA VICTORIA                    
0527,23,AL. FTE. UNION PRO - FEDERAL                 
0536,23,AL. FTE. ACUERDO CIVICO Y SOCIAL             
0563,23,AL. CON CONCIENC. VOLUNT. SOLID. (CON CO-VOS)
0002,24,JUSTICIALISTA                                
0003,24,UNION CIVICA RADICAL (UCR)                   
0006,24,INTRANSIGENTE                                
0022,24,HUMANISTA                                    
0108,24,MOV. POPULAR FUEGUINO                        
0114,24,FEDERAL FUEGUINO                             
0120,24,POPULAR                                      
0129,24,ESPACIO TOTAL                                
0131,24,PROYECTO SUR                                 
0132,24,HACER POR TIERRA DEL FUEGO                   
0134,24,COMPROM. DE RENOVACION PROVINCIAL            
0510,24,AL. PROYECTO PROGRESISTA                     
