codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0501,0520
09,Formosa,001,0003 ,0128,348,30,0,164,107
09,Formosa,001,0003 ,0129,348,31,14,137,91
09,Formosa,001,0003 ,0130,348,24,1,155,113
09,Formosa,001,0003 ,0131,348,29,4,140,104
09,Formosa,001,0003 ,0132,347,38,9,126,125
09,Formosa,001,0003 ,0133,349,34,0,148,95
09,Formosa,001,0003 ,0134,348,35,0,136,112
09,Formosa,001,0003 ,0135,348,49,7,115,114
09,Formosa,001,0003 ,0136,348,0,0,0,0
09,Formosa,001,0003 ,0137,349,39,0,153,101
09,Formosa,001,0003 ,0138,349,45,2,154,99
09,Formosa,001,0003 ,0139,347,35,1,138,114
09,Formosa,001,0003 ,0140,348,30,6,149,100
09,Formosa,001,0003 ,0141,347,40,1,142,103
09,Formosa,001,0003 ,0142,347,33,4,132,114
09,Formosa,001,0003 ,0143,349,10,0,137,94
09,Formosa,001,0003 ,0144,348,39,2,130,110
09,Formosa,001,0003 ,0145,348,52,2,140,97
09,Formosa,001,0003 ,0146,348,33,0,137,116
09,Formosa,001,0003 ,0147,347,37,3,145,93
09,Formosa,001,0003 ,0148,348,19,0,137,128
09,Formosa,001,0003 ,0149,350,40,4,135,114
09,Formosa,001,0003 ,0150,348,49,6,140,86
09,Formosa,001,0003 ,0151,348,34,0,112,127
09,Formosa,001,0003 ,0152,349,0,0,124,137
09,Formosa,001,0003 ,0153,348,31,0,163,86
09,Formosa,001,0003 ,0154,349,56,8,151,61
09,Formosa,001,0003 ,0155,348,25,3,151,108
09,Formosa,001,0003 ,0156,348,0,0,0,0
09,Formosa,001,0003 ,0157,347,24,2,148,102
09,Formosa,001,0003 ,0158,349,27,1,143,100
09,Formosa,001,0003 ,0159,348,31,2,0,0
09,Formosa,001,0003 ,0160,348,37,2,141,108
09,Formosa,001,0003 ,0161,348,115,3,64,97
09,Formosa,001,0003 ,0162,348,36,2,138,105
09,Formosa,001,0003 ,0163,348,40,3,119,123
09,Formosa,001,0003 ,0164,347,27,1,145,101
09,Formosa,001,0003 ,0165,348,28,1,128,110
09,Formosa,001,0003 ,0166,348,37,3,143,111
09,Formosa,001,0003 ,0167,350,36,2,127,125
09,Formosa,001,0003 ,0168,348,38,5,128,100
09,Formosa,001,0003 ,0169,348,43,3,133,101
09,Formosa,001,0003 ,0170,348,36,5,137,103
09,Formosa,001,0003 ,0171,348,32,0,160,105
09,Formosa,001,0003 ,0172,349,0,0,139,107
09,Formosa,001,0003 ,0173,348,22,6,139,114
09,Formosa,001,0003 ,0174,348,1,2,140,117
09,Formosa,001,0003 ,0175,348,37,3,146,101
09,Formosa,001,0003 ,0176,348,43,2,134,93
09,Formosa,001,0003 ,0177,347,63,0,128,92
09,Formosa,001,0003 ,0178,348,27,9,129,122
09,Formosa,001,0003 ,0179,347,5,0,176,96
09,Formosa,001,0003 ,0180,348,38,2,141,104
09,Formosa,001,0003 ,0181,346,3,2,135,106
09,Formosa,001,0003 ,0182,348,20,1,164,110
09,Formosa,001,0003 ,0183,348,37,1,147,102
09,Formosa,001,0003 ,0184,348,51,0,162,81
09,Formosa,001,0003 ,0185,347,50,0,145,82
09,Formosa,001,0003 ,0186,349,22,5,132,130
09,Formosa,001,0003 ,0187,348,37,0,143,101
09,Formosa,001,0003 ,0188,349,33,6,121,129
09,Formosa,001,0003 ,0189,348,37,5,139,98
09,Formosa,001,0003 ,0190,348,8,2,143,129
09,Formosa,001,0003 ,0191,348,39,0,139,107
09,Formosa,001,0003 ,0192,348,44,1,137,108
09,Formosa,001,0003 ,0193,348,25,2,148,106
09,Formosa,001,0003 ,0194,348,28,1,158,95
09,Formosa,001,0003 ,0195,348,47,1,127,113
09,Formosa,001,0003 ,0196,349,38,1,167,75
09,Formosa,001,0003 ,0197,348,31,3,165,91
09,Formosa,001,0003 ,0198,348,23,1,143,118
09,Formosa,001,0003 ,0199,347,34,0,134,124
09,Formosa,001,0003 ,0200,348,0,0,134,120
09,Formosa,001,0003 ,0201,349,44,0,146,89
09,Formosa,001,0003 ,0202,347,37,11,143,86
09,Formosa,001,0003 ,0203,348,0,0,142,127
09,Formosa,001,0003 ,0204,348,1,1,0,0
09,Formosa,001,0003 ,0205,348,0,8,154,111
09,Formosa,001,0003 ,0206,350,20,2,140,125
09,Formosa,001,0003 ,0207,348,31,0,149,114
09,Formosa,001,0003 ,0208,348,53,3,165,61
09,Formosa,001,0003 ,0209,349,51,1,0,0
09,Formosa,001,0003 ,0210,347,32,1,140,108
09,Formosa,001,0003 ,0211,348,9,1,171,98
09,Formosa,001,0003 ,0212,349,39,0,146,90
09,Formosa,001,0003 ,0213,349,54,1,146,80
09,Formosa,001,0003 ,0214,349,21,0,170,102
09,Formosa,001,0003 ,0215,347,34,1,132,109
09,Formosa,001,0003 ,0216,348,39,3,125,120
09,Formosa,001,0003 ,0217,348,23,0,144,119
09,Formosa,001,0003 ,0218,348,19,0,138,101
09,Formosa,001,0003 ,0219,348,41,0,112,134
09,Formosa,001,0003 ,0220,348,27,2,128,114
09,Formosa,001,0003 ,0221,348,30,3,151,110
09,Formosa,001,0003 ,0222,348,57,3,115,101
09,Formosa,001,0003 ,0223,348,19,4,116,88
09,Formosa,001,0003 ,0224,348,36,3,127,121
09,Formosa,001,0003 ,0225,348,36,0,133,122
09,Formosa,001,0003 ,0226,347,36,5,113,130
09,Formosa,001,0003 ,0227,347,31,0,126,126
09,Formosa,001,0003 ,0228,349,30,1,134,102
09,Formosa,001,0003 ,0229,347,20,2,136,106
09,Formosa,001,0003 ,0230,346,39,4,157,69
09,Formosa,001,0003 ,0231,348,58,0,123,103
09,Formosa,001,0003 ,0232,348,41,4,124,118
09,Formosa,001,0003 ,0233,348,32,2,0,0
09,Formosa,001,0003 ,0234,348,35,3,136,109
09,Formosa,001,0004 ,0235,349,2,0,167,102
09,Formosa,001,0004 ,0236,348,49,2,141,89
09,Formosa,001,0004 ,0237,347,34,1,152,86
09,Formosa,001,0004 ,0238,347,36,2,120,118
09,Formosa,001,0004 ,0239,347,30,0,138,103
09,Formosa,001,0004 ,0240,347,32,1,151,85
09,Formosa,001,0004 ,0241,347,35,2,128,107
09,Formosa,001,0004 ,0242,347,34,1,154,94
09,Formosa,001,0004 ,0243,347,3,0,147,98
09,Formosa,001,0004 ,0244,347,21,0,130,119
09,Formosa,001,0004 ,0245,347,41,4,129,104
09,Formosa,001,0004 ,0246,347,42,7,158,71
09,Formosa,001,0004 ,0247,349,33,2,120,124
09,Formosa,001,0004 ,0248,347,21,2,128,122
09,Formosa,001,0004 ,0249,347,32,0,114,131
09,Formosa,001,0004 ,0250,346,0,0,119,118
09,Formosa,001,0004 ,0251,346,24,0,149,93
09,Formosa,001,0004 ,0252,346,31,0,112,127
09,Formosa,001,0004 ,0253,345,9,5,147,121
09,Formosa,001,0004 ,0254,346,42,0,146,76
09,Formosa,001,0004 ,0255,345,34,0,144,98
09,Formosa,001,0004 ,0256,346,33,2,123,110
09,Formosa,001,0004 ,0257,346,32,0,164,88
09,Formosa,001,0004 ,0258,347,46,1,133,93
09,Formosa,001,0004 ,0259,348,20,3,152,85
09,Formosa,001,0004 ,0260,346,71,6,143,59
09,Formosa,001,0004 ,0261,346,0,0,140,102
09,Formosa,001,0004 ,0262,346,31,1,124,110
09,Formosa,001,0004 ,0263,346,56,1,164,63
09,Formosa,001,0004 ,0264,346,31,2,133,117
09,Formosa,001,0004 ,0265,347,28,0,144,102
09,Formosa,001,0004 ,0266,346,33,1,113,125
09,Formosa,001,0004 ,0267,345,37,3,126,92
09,Formosa,001,0004 ,0268,346,40,0,142,99
09,Formosa,001,0004 ,0269,347,27,1,133,122
09,Formosa,001,0004 ,0270,346,82,3,129,56
09,Formosa,001,0004 ,0271,346,39,0,141,102
09,Formosa,001,0004 ,0272,346,18,9,136,87
09,Formosa,001,0004 ,0273,346,28,5,144,103
09,Formosa,001,0004 ,0274,347,111,0,149,89
09,Formosa,001,0004 ,0275,346,21,0,168,91
09,Formosa,001,0004 ,0276,347,37,4,141,103
09,Formosa,001,0004 ,0277,346,44,0,146,94
09,Formosa,001,0004 ,0278,347,0,2,144,134
09,Formosa,001,0004 ,0279,346,29,0,154,79
09,Formosa,001,0004 ,0280,346,11,3,162,90
09,Formosa,001,0004 ,0281,346,0,1,13,15
09,Formosa,001,0004 ,0282,347,30,0,128,114
09,Formosa,001,0004 ,0283,346,28,0,123,108
09,Formosa,001,0004 ,0284,346,35,7,119,116
09,Formosa,001,0004 ,0285,346,41,5,114,115
09,Formosa,001,0004 ,0286,347,24,2,154,90
09,Formosa,001,0004 ,0287,346,38,9,142,91
09,Formosa,001,0004 ,0288,346,37,3,123,97
09,Formosa,001,0004 ,0289,346,35,4,141,90
09,Formosa,001,0004 ,0290,346,34,5,148,86
09,Formosa,001,0004 ,0291,346,85,2,132,125
09,Formosa,001,0004 ,0292,346,36,1,135,113
09,Formosa,001,0004 ,0293,348,31,5,126,115
09,Formosa,001,0004 ,0294,346,79,1,159,39
09,Formosa,001,0004 ,0295,346,35,0,163,78
09,Formosa,001,0004 ,0296,345,0,0,0,0
09,Formosa,001,0004 ,0297,346,31,3,131,107
09,Formosa,001,0004 ,0298,346,35,0,127,1
09,Formosa,001,0004 ,0299,346,34,9,109,97
09,Formosa,001,0005 ,0300,346,27,1,192,62
09,Formosa,001,0005 ,0301,346,40,1,168,78
09,Formosa,001,0005 ,0302,346,38,0,178,63
09,Formosa,001,0005 ,0303,347,28,4,163,100
09,Formosa,001,0005 ,0304,348,0,0,182,65
09,Formosa,001,0005 ,0305,346,129,3,68,79
09,Formosa,001,0005 ,0306,346,24,2,199,70
09,Formosa,001,0005 ,0307,346,25,6,173,91
09,Formosa,001,0005 ,0308,346,34,2,178,72
09,Formosa,001,0005 ,0309,346,38,5,158,77
09,Formosa,001,0005 ,0310,346,39,0,170,69
09,Formosa,001,0005 ,0311,346,32,2,185,63
09,Formosa,001,0005 ,0312,346,90,2,195,61
09,Formosa,001,0005 ,0313,346,39,3,168,67
09,Formosa,001,0005 ,0314,346,49,7,141,96
09,Formosa,001,0005 ,0315,346,32,1,173,80
09,Formosa,001,0005 ,0316,346,39,0,169,82
09,Formosa,001,0005 ,0317,346,38,2,181,55
09,Formosa,001,0005 ,0318,346,34,1,177,59
09,Formosa,001,0005 ,0319,346,28,2,183,74
09,Formosa,001,0005 ,0320,347,34,0,189,66
09,Formosa,001,0005 ,0321,346,26,3,198,54
09,Formosa,001,0005 ,0322,346,34,4,207,54
09,Formosa,001,0005 ,0323,347,42,1,186,65
09,Formosa,001,0005 ,0324,345,1,3,165,86
09,Formosa,001,0005 ,0325,347,36,3,178,65
09,Formosa,001,0005 ,0326,346,35,2,182,73
09,Formosa,001,0005 ,0327,345,28,6,189,58
09,Formosa,001,0005 ,0328,345,21,4,189,74
09,Formosa,001,0005 ,0329,347,25,1,194,50
09,Formosa,001,0005 ,0330,346,32,2,195,57
09,Formosa,001,0005 ,0331,346,22,1,202,63
09,Formosa,001,0005 ,0332,346,29,2,187,66
09,Formosa,001,0005 ,0333,346,28,0,180,74
09,Formosa,001,0005 ,0334,347,19,4,192,77
09,Formosa,001,0005 ,0335,346,61,1,179,40
09,Formosa,001,0005 ,0336,346,2,1,186,99
09,Formosa,001,0005 ,0337,346,26,4,175,81
09,Formosa,001,0005 ,0338,346,118,9,87,60
09,Formosa,001,0005 ,0339,346,33,0,179,73
09,Formosa,001,0005 ,0340,345,24,0,183,69
09,Formosa,001,0005 ,0341,346,2,3,0,0
09,Formosa,001,0005 ,0342,346,23,1,196,70
09,Formosa,001,0005 ,0343,346,28,9,172,73
09,Formosa,001,0005 ,0344,347,27,0,187,72
09,Formosa,001,0005 ,0345,346,26,4,179,78
09,Formosa,001,0005 ,0346,346,39,0,157,90
09,Formosa,001,0005 ,0347,346,0,2,0,0
09,Formosa,001,0005 ,0348,346,21,3,171,78
09,Formosa,001,0005 ,0349,346,25,2,175,87
09,Formosa,001,0005 ,0350,346,24,3,178,74
09,Formosa,001,0005 ,0351,347,1,1,194,67
09,Formosa,001,0005 ,0352,346,0,0,168,59
09,Formosa,001,0005 ,0353,346,6,4,87,76
09,Formosa,001,0005 ,0354,345,1,9,189,62
09,Formosa,001,0005 ,0355,346,0,37,176,77
09,Formosa,001,0005 ,0356,346,21,5,171,88
09,Formosa,001,0005 ,0357,345,25,3,185,61
09,Formosa,001,0005 ,0358,346,25,4,176,88
09,Formosa,001,0005 ,0359,345,28,2,163,87
09,Formosa,001,0005 ,0360,345,33,3,180,61
09,Formosa,001,0005 ,0361,345,28,7,156,74
09,Formosa,001,0005 ,0362,345,30,4,194,67
09,Formosa,001,0005 ,0363,344,27,2,189,74
09,Formosa,001,0005 ,0364,345,32,8,160,79
09,Formosa,001,0005 ,0365,347,27,6,179,64
09,Formosa,001,0005 ,0366,345,20,2,197,57
09,Formosa,001,0005 ,0367,345,18,3,187,81
09,Formosa,001,0005 ,0368,345,30,0,169,93
09,Formosa,001,0005 ,0369,345,23,8,0,0
09,Formosa,001,0005 ,0370,345,35,2,172,81
09,Formosa,001,0005 ,0371,345,26,0,174,79
09,Formosa,001,0005 ,0372,345,31,2,154,83
09,Formosa,001,0005 ,0373,346,25,3,179,73
09,Formosa,001,0005 ,0374,345,31,7,177,82
09,Formosa,001,0005 ,0375,345,25,0,183,72
09,Formosa,001,0005 ,0376,345,37,6,169,82
09,Formosa,001,0005 ,0377,347,26,1,172,84
09,Formosa,001,0005 ,0378,345,41,1,163,70
09,Formosa,001,0005 ,0379,345,18,2,185,79
09,Formosa,001,0005 ,0380,346,21,1,195,75
09,Formosa,001,0005 ,0381,346,29,7,173,80
09,Formosa,001,0005 ,0382,346,27,0,175,88
09,Formosa,001,0005 ,0383,344,41,0,173,82
09,Formosa,001,0005 ,0384,345,35,2,167,78
09,Formosa,001,0005 ,0385,345,31,0,165,80
09,Formosa,001,0005 ,0386,345,30,2,185,65
09,Formosa,001,0005 ,0387,345,31,2,164,83
09,Formosa,001,0005 ,0388,345,35,3,176,63
09,Formosa,001,0005 ,0389,345,29,6,175,64
09,Formosa,001,0005 ,0390,346,27,3,174,78
09,Formosa,001,0005 ,0391,345,47,6,203,32
09,Formosa,001,0005 ,0392,345,33,0,188,70
09,Formosa,001,0005 ,0393,345,29,1,167,64
09,Formosa,001,0005 ,0394,344,41,4,162,78
09,Formosa,001,0005 ,0395,346,21,0,168,84
09,Formosa,001,0005 ,0396,345,28,5,184,65
09,Formosa,001,0005 ,0397,346,64,1,184,46
09,Formosa,001,0005 ,0398,345,34,2,172,82
09,Formosa,001,0005 ,0399,345,30,4,180,70
09,Formosa,001,0005 ,0400,345,28,0,197,62
09,Formosa,001,0005 ,0401,344,27,3,188,73
09,Formosa,001,0005 ,0402,345,22,1,185,88
09,Formosa,001,0005 ,0403,345,40,6,158,77
09,Formosa,001,0005 ,0404,345,20,3,191,87
09,Formosa,001,0005 ,0405,345,36,8,170,71
09,Formosa,001,0005 ,0406,345,59,2,181,53
09,Formosa,001,0005 ,0407,347,26,7,168,74
09,Formosa,001,0005 ,0408,347,24,5,189,67
09,Formosa,001,0005 ,0409,345,15,2,193,64
09,Formosa,001,0005 ,0410,345,21,6,202,58
09,Formosa,001,0005A,0411,308,0,0,0,16
09,Formosa,001,0005A,0412,308,1,3,227,28
09,Formosa,001,0005A,0413,307,26,0,214,28
09,Formosa,001,0005A,0414,307,0,0,211,0
09,Formosa,001,0005A,0415,308,22,1,0,33
09,Formosa,001,0005A,0416,307,6,1,229,7
09,Formosa,001,0005A,0417,307,1,4,219,28
09,Formosa,001,0006 ,0418,333,23,2,180,60
09,Formosa,001,0006 ,0419,334,43,8,154,67
09,Formosa,001,0006 ,0420,334,30,1,161,71
09,Formosa,001,0006 ,0421,333,0,0,159,0
09,Formosa,001,0006 ,0422,334,4,4,182,110
09,Formosa,001,0006 ,0423,332,17,5,180,69
09,Formosa,001,0006 ,0424,332,27,1,138,88
09,Formosa,001,0007 ,0425,346,69,9,160,44
09,Formosa,001,0007 ,0426,345,35,0,163,76
09,Formosa,001,0007 ,0427,346,14,8,163,85
09,Formosa,001,0007 ,0428,345,37,0,152,87
09,Formosa,001,0007 ,0429,347,28,3,156,118
09,Formosa,001,0007 ,0430,346,50,5,162,71
09,Formosa,001,0007 ,0431,347,38,2,136,104
09,Formosa,001,0007 ,0432,348,31,1,165,73
09,Formosa,001,0007 ,0433,346,33,3,159,97
09,Formosa,001,0007 ,0434,348,15,3,160,102
09,Formosa,001,0007 ,0435,346,36,6,169,73
09,Formosa,001,0007 ,0436,346,27,2,176,68
09,Formosa,001,0007 ,0437,347,99,1,173,14
09,Formosa,001,0007 ,0438,346,32,4,138,99
09,Formosa,001,0007 ,0439,346,27,3,157,93
09,Formosa,001,0007 ,0440,347,29,5,151,107
09,Formosa,001,0007 ,0441,347,33,7,160,83
09,Formosa,001,0007 ,0442,346,44,4,134,94
09,Formosa,001,0007 ,0443,345,36,3,156,91
09,Formosa,001,0007 ,0444,346,39,0,153,98
09,Formosa,001,0007 ,0445,346,37,5,147,87
09,Formosa,001,0007 ,0446,347,31,3,161,80
09,Formosa,001,0007 ,0447,349,31,1,156,89
09,Formosa,001,0007 ,0448,346,39,0,173,79
09,Formosa,001,0007 ,0449,346,39,1,134,102
09,Formosa,001,0007 ,0450,346,100,2,93,90
09,Formosa,001,0007 ,0451,347,27,11,151,99
09,Formosa,001,0007 ,0452,346,34,6,147,88
09,Formosa,001,0007 ,0453,345,16,4,165,95
09,Formosa,001,0007 ,0454,346,37,0,145,101
09,Formosa,001,0007 ,0455,345,16,5,145,99
09,Formosa,001,0007 ,0456,345,68,1,176,47
09,Formosa,001,0007 ,0457,345,33,10,133,107
09,Formosa,001,0007 ,0458,346,91,3,145,57
09,Formosa,001,0007 ,0459,345,38,2,163,82
09,Formosa,001,0007 ,0460,344,29,1,137,116
09,Formosa,001,0007 ,0461,345,21,3,148,101
09,Formosa,001,0007 ,0462,346,23,5,137,118
09,Formosa,001,0007 ,0463,345,35,3,140,102
09,Formosa,001,0007 ,0464,345,49,0,142,108
09,Formosa,001,0007 ,0465,347,20,3,160,92
09,Formosa,001,0007 ,0466,345,33,10,158,83
09,Formosa,001,0007 ,0467,346,27,4,167,96
09,Formosa,001,0007 ,0468,345,39,7,139,86
09,Formosa,001,0007 ,0469,345,30,2,152,97
09,Formosa,001,0007 ,0470,345,37,1,0,0
09,Formosa,001,0007 ,0471,344,40,0,162,83
09,Formosa,001,0007 ,0472,347,8,1,150,96
09,Formosa,001,0007 ,0473,347,27,0,156,99
09,Formosa,001,0007 ,0474,346,35,1,161,95
09,Formosa,001,0007 ,0475,346,43,3,146,97
09,Formosa,001,0007 ,0476,346,15,7,164,81
09,Formosa,001,0007 ,0477,346,41,9,151,80
09,Formosa,001,0007 ,0478,345,44,1,146,95
09,Formosa,001,0007 ,0479,345,57,2,147,87
09,Formosa,001,0007 ,0480,345,33,3,146,96
09,Formosa,001,0007 ,0481,345,97,5,150,44
09,Formosa,001,0007 ,0482,345,40,0,144,101
09,Formosa,001,0007 ,0483,345,21,5,161,89
09,Formosa,001,0007 ,0484,346,29,1,146,111
09,Formosa,001,0007 ,0485,346,38,1,137,95
09,Formosa,001,0007 ,0486,345,34,1,168,70
09,Formosa,001,0007 ,0487,346,33,0,150,107
09,Formosa,001,0007 ,0488,346,32,1,141,116
09,Formosa,001,0007 ,0489,345,39,2,133,113
09,Formosa,001,0008 ,0490,150,13,0,75,31
09,Formosa,001,0008A,0491,315,47,7,132,67
09,Formosa,001,0008A,0492,315,38,0,130,89
09,Formosa,001,0008A,0493,315,28,1,127,105
09,Formosa,001,0008A,0494,315,59,3,124,71
09,Formosa,001,0008A,0495,314,29,3,144,67
09,Formosa,001,0008A,0496,316,38,8,114,101
09,Formosa,001,0008A,0497,316,28,2,131,78
09,Formosa,001,0008A,0498,315,28,1,141,86
09,Formosa,001,0008A,0499,315,36,3,141,80
09,Formosa,001,0008A,0500,314,42,1,138,87
09,Formosa,001,0008B,0501,313,38,2,162,63
09,Formosa,001,0008B,0502,312,25,0,169,69
09,Formosa,001,0008B,0503,312,4,0,178,72
09,Formosa,001,0008B,0504,312,44,1,134,73
09,Formosa,001,0008B,0505,312,5,3,178,77
09,Formosa,001,0008B,0506,312,28,1,134,104
09,Formosa,001,0008B,0507,312,23,2,174,75
09,Formosa,001,0009 ,0508,72,3,0,36,12
09,Formosa,001,0011 ,0509,275,10,4,151,44
09,Formosa,001,0011 ,0510,276,0,0,0,0
09,Formosa,001,0011 ,0511,274,22,2,142,56
09,Formosa,001,0014 ,0512,130,9,1,72,19
09,Formosa,001,0015 ,0513,82,3,0,38,13
09,Formosa,001,0016 ,0514,292,0,0,0,73
09,Formosa,001,0017 ,0515,334,5,0,233,23
09,Formosa,001,0017 ,0516,330,11,1,218,37
